short_new,long,shorts
Tihelka 1963,"K. Tihelka, “Knížecí hrob z období Stěhování národů u Blučiny, okr. Brno-venkov,” Památky Archeologické 54 (1963) 467-98.",Tihelka 1963
von Hessen 1977,"O. von Hessen, W. Kurze and C.A. Mastrelli, Il tesoro di Galognano, Florence, 1977.",von Hessen 1977
Guzzo 1983,"P.G. Guzzo, “Per lo studio del territorio di Laos,” BdA 68.17 (1983) 57-66.",Guzzo 1983
Guzzo 1982,"P.G. Guzzo, Le città scomparse della Magna Grecia. Dagli insediamenti protostorici alla conquista romana, un viaggio affascinante in una terra anticissima, Rome, 1982.",Guzzo 1982
Majumdar 1951,"R.C. Majumdar and A.D. Pusalker (eds.), The age of imperial unity, History and culture of the Indian people, vol. 2, Delhi, 1951.",Majumdar 1951
Salmon 1989,"E.T. Salmon, “The Hirpini: ex Italia semper aliquid novi,” Phoenix 43 (1989) 225-35.",Salmon 1989
Tsipopoulou 1989,"M. Tsipopoulou, Archaeological survey at Aghia Photia, Siteia, Partille, 1989.",Tsipopoulou 1989
Ilkjær 1990,"J. Ilkjær, Illerup Ådal, 8 vols., Århus, 1990-96.",Ilkjær 1990
Krencker 1938,"D. Krencker and W. Zschietzschmann, Römische Tempel in Syrien, Archäologischer Institut des deutschen Reiches, Denkmäler antiker Architektur 5, 2 vols., Berlin and Leipzig, 1938.",Krencker 1938
Richardson 1992,"L. Richardson, Jr., A new topographical dictionary of ancient Rome, Baltimore, 1992.",Richardson 1992
GAF Sanxay,"P. Aupert, Sanxay: un grand sanctuaire rural gallo-romain, Guide archéologique de la France 25, Sanxay, 1992.",GAF Sanxay
Bruce 1937,"J.L. Bruce, “Appendix V. Antiquities in the mines of Cyprus,” in The Swedish Cyprus Expedition 3, pp. 639-71, Stockholm, 1937.",Bruce 1937
Werner 1988,"J. Werner, “Dančeny und Brangstrup,” BJb 188 (1988) 241-86.",Werner 1988
Durdyev 1959,"D. Durdyev, “Kyrk-depe (otchet o raskopkah 1955-1957 godov),” Trudy Instituta Istorii, Arheologii i Etnografii, Akademii Nauk Turkmenskoj SSSR 5 (1959) 123-35.",Durdyev 1959
Whitley 1995,"J. Whitley, K. O’Conner and H. Mason, “Praisos III: a report on the architectural survey undertaken in 1992,” BSA 90 (1995) 405-28.",Whitley 1995
Whitley 1994,"J. Whitley, “Praisos,” ArchRep 41 (1994-95) 70.",Whitley 1994
Sanzi Di Mino 1990,"M.R. Sanzi Di Mino, “Le pitture della villa di Castel di Guido,” QuadAEI 19 (1990) 143-53.",Sanzi Di Mino 1990
Belvedere 1988,"O. Belvedere, V. Alliata et al., Himera III.1, Rome, 1988.",Belvedere 1988
Miron 1995,"A. Miron and W. Orthmann, Unterwegs zum Goldenen Vlies: archäologische Funde aus Georgien, Saarbrücken, 1995.",Miron 1995
Mittmann 1970,"S. Mittmann, Beiträge zur Siedlungs- und Territorialgeschichte des nördlichen Ostjordanlandes, Wiesbaden, 1970.",Mittmann 1970
Castagnoli 1958,"F. Castagnoli, Le ricerche sui resti della centuriazione, Rome, 1958.",Castagnoli 1958
La Torre 1988,"G.F. La Torre, “Contributo preliminare alla conoscenza del territorio di Gortina,” ASAA n.s. 48-49 (1988-89) 277-322.",La Torre 1988
Weber 1898,"G. Weber, “Die Hochdruck-Wasserleitung von Laodicea ad Lycum,” JDAI 13 (1898) 1-13.",Weber 1898
Burton 1879,"R.F. Burton, The land of Midian revisited, 2 vols., London, 1879.",Burton 1879
La Regina 1989,"A. La Regina, “I Sanniti,” in Italia omnium terrarum parens, pp. 300-432, Milan, 1989.",La Regina 1989
Djurić 1997,"B. Djurić, “Eastern alpine marble and Pannonian trade,” in Akten des IV. internationalen Kolloquiums über Probleme des provinzialrömischen Kunstschaffens, Celje 8. - 12. Mai 1995, Situla 36, pp. 73-86, Ljubljana, 1997.",Djurić 1997
Bingen 1997,"J. Bingen et al., Mons Claudianus Ostraca Graeca et Latina I (O. Claud. 191 à 416), Documents et fouilles de l’Institut français d’archéologie orientale 32, Cairo, 1997.",Bingen 1997
Kleiss 1972a,"W. Kleiss, “Ausgrabungen in der Urartäischen Festung Basam (Rusahinili) 1970,” IranMitt n.F. 5 (1972) 7-68.",Kleiss 1972
Braat 1954,"W.C. Braat, “Les colliers d’or germaniques d’Olst (prov. d’Overijsel),” Oudheidkundige Medelingen uit het Rijksmuseum van Oudheden te Leiden 35 (1954) 1-7.",Braat 1954
Fantoli 1933,"A. Fantoli (ed.), La Libia negli scritti degli antichi, Rome, 1933.",Fantoli 1933
Toth 1982,"E. Toth, “Tetrarchia-kori Iovia-Herculia helynévadás Pannoniában? / Tetrarchiezeitliche Namensgebung von Iovia-Herculia in Pannonien?,” ArchErt 109 (1982) 55-72.",Toth 1982
Stronach 1966,"D. Stronach, “The Kuh-i-Shahrak Fire Altar,” JNES 25 (1966) 217-27.",Stronach 1966
Wołągiewicz 1976,"R. Wołągiewicz, “Cmentarzysko kurhanowe kultury wielbarskiej w Gronowie w świetle badań w latach 1973-1976,” MZP 22 (1976) 71-95.",Wołągiewicz 1976
Toth 1986,"E. Toth, “Zur Urbanisierung Pannoniens. Municipium Volgum,” FolArch 37 (1986) 163-81.",Toth 1986
Wołągiewicz 1970,"R. Wołągiewicz, “Der Zufluss römischer Importe in das Gebiet nördlich der mittleren Donau in der älteren Kaiserzeit,” ZfA 4 (1970) 222-49.",Wołągiewicz 1970
Henriksen 1992,"M.B. Henriksen, “Brangstrupfundet,” Fynske Minder (1992) 43-76.",Henriksen 1992
Kase 1991,"E.W. Kase (ed.), The Great Isthmus corridor route: explorations of the Phokis-Doris expedition, vol. 1, pp. 46-55, Dubuque, 1991.",Kase 1991
Nollé 1991,"J. Nollé, “Pamphylische Studien 11 und 12,” Chiron 21 (1991) 331-44.",Nollé 1991
Browning 1989,"I.B. Browning, Petra, 3 ed., London, 1989.",Browning 1989
Garbrecht 1987,"G. Garbrecht, “Die Wasserversorgung des antiken Pergamon,” in Die Wasserversorgung antiker Städte 2, pp. 11-47, Mainz, 1987.",Garbrecht 1987
Godłowski 1972,"K. Godłowski and L. Szadkowska, Cmentarzysko z okresu rzymskiego w Tarnowie, powiat Opole, OpolRM 5.2, 1972.",Godłowski 1972
Demougeot 1969,"E. Demougeot, La formation de l’Europe et les invasions barbares, 2 vols., Aubier, 1969-79.",Demougeot 1969
Nollé 1996,"J. Nollé, “Kifanaura. Münzen und Geschichte einer kleinen Stadt in der östlykischen Region,” Jahrbuch für Numismatik und Geldgeschichte 46 (1996) 7-29.",Nollé 1996
Foss 1991,"C. Foss, “Cities and villages of Lycia in the Life of Saint Nicholas of Holy Zion,” GOTR 36 (1991) 303-39.",Foss 1991
Quilici 1984a,"L. Quilici and S. Quilici Gigli, “Longula e Polusca,” QuadAEI 8 (1984) 107-32.",Quilici 1984a
Chomentowska 1991,"B. Chomentowska and J. Michalski, “Ciałopalny zespół grobowy z cmentarzyska z okresu wpływów rzymskich w Zawadzie, woj. tarnobrzeskie,” WArch 52 (1991-92) 99-110.",Chomentowska 1991
Marshall 1951,"J.H. Marshall, Taxila: an illustrated account of archaeological excavations carried out at Taxila under the orders of the Government of India between the years 1913 and 1934, Cambridge, 1951.",Marshall 1951
Foss 1994,"C. Foss, “The Lycian coast in the Byzantine age,” DOP 48 (1994) 1-52.",Foss 1994
Foss 1997,"C. Foss, “Strobilos and Pylae: two ports of Bithynia,” EpAnat 28 (1997) 85-96.",Foss 1997
Etienne 1976,"R. Etienne and D. Knoepfler, Hyettos de Béotie et la chronologie des archontes fédéraux entre 250 et 171 avant J.-C., BCH Suppl. 3, Paris, 1976.",Etienne 1976
Depuydt 1989,"F. Depuydt, S. Hendrickx and D. Huyge, Elkab IV: topographie. 1, Archaeological-topographical surveying of Elkab and surroundings; 2, Inventaire des sites archéologiques, Brussels, 1989.",Depuydt 1989
Adamesteanu 1979,"D. Adamesteanu et al., La Puglia dal paleolitico al tardoromano, Milan, 1979.",Adamesteanu 1979
Fitz 1989,"J. Fitz, “Noricum und Pannonien zur Zeit der römischen Okkupation,” RÖ 17/18 (1989/90) 79-86.",Fitz 1989
Mitchell 1998,"S. Mitchell et al., “1996 yılı Pisidia yüzey araştırması,” Araştırma 15 (1998) 275-94.",Mitchell 1998
EAAE,"K.A. Bard and S.B. Shubert (eds.), Encyclopedia of the Archaeology of Ancient Egypt, London, 1999.",EAAE
TIB Galatien,"K. Belke, Tabula Imperii Byzantini 4, Galatien und Lykaonien, DenkWien 172, 1984.",TIB Galatien
Pilipko 1985,"V.N. Pilipko, Poseleniya Severo-zapadnoi Baktrii, Ashkhabad, 1985.",Pilipko 1985
Kacharava 1991,"D.D. Kacharava and G.T. Kvirkvelia, Goroda i poseleniya Prichernomor'ya antichnoi epokhi: malyi enpiklopedicheskiy spravochnik, Tbilisi, 1991.",Kacharava 1991
Tinè Bertocchi 1985,"F. Tinè Bertocchi, Le necropoli daunie di Ascoli Satriano e Arpi, Genoa, 1985.",Tinè Bertocchi 1985
Kleiss 1977c,"W. Kleiss and S. Kroll. “Urartäische Plätze in Iran (Stand der Forschung Herbst 1976),” IranMitt n.F. 10 (1977) 53-118.",Kleiss 1977a
Kleiss 1977b,"W. Kleiss, “Kleine Kuppelbauten in Iran,” IranMitt n.F. 10 (1977) 231-42.",Kleiss 1977
Lavagne 1981,"H. Lavagne, D. Rouquette and R. Prudhomme, “Les nouvelles mosaïques de la villa gallo-romaine de Loupian (Hérault),” RAN 14 (1981) 173-203.",Lavagne 1981
Fraser 1996,"P.M. Fraser, Cities of Alexander the Great, Oxford, 1996.",Fraser 1996
Kammerer-Grothaus 1974,"H. Kammerer-Grothaus, “Der Deus Rediculus im Triopion des Herodes Atticus,” RömMitt 81 (1974) 131-252.",Kammerer-Grothaus 1974
Römer Hessen,"D. Baatz and F.-R. Herrmann (eds.), Die Römer in Hessen, 2 ed., Stuttgart and Aalen, 1989.",Römer Hessen
Cassieri 1995,"N. Cassieri, “Prima interventi di scavo archeologico e conservazione nella villa romana di Gianola,” Formianum 3 (1995) 25-34.",Cassieri 1995
Kmieciński 1966,"J. Kmieciński, M. Blombergowa and K. Walenta, “Cmentarzysko kurhanowe ze starszego okresu rzymskiego w Węsiorach w pow. kartuskim / A cemetery of burial mounds from the early Roman period of Węsiory, district of Kartuzy,” PMMAE 12 (1966) 37-111.",Kmieciński 1966
Kmieciński 1968,"J. Kmieciński (ed.), Odry, cmentarzysko kurhanowe z okresu rzymskiego w powiecie chojnickim, Łódź, 1968.",Kmieciński 1968
Guey 1938,"J. Guey, “Fouilles sur le limes romain de Numidie (dans la région de Bordj Saada),” CRAI (1938) 337-59.",Guey 1938
Pierobon-Benoît 1992,"R. Pierobon-Benoît, “Javols (Lozère) . Anderitum,” in Villes et agglomérations urbaines antiques du Sud-Ouest de la Gaule, histoire et archéologie, Aquitania suppl. 6, pp. 97-99, Bordeaux, 1992.",Pierobon-Benoît 1992
Gatier 1995,"P.-L. Gatier, “Un moine sur la frontière, Alexandre l’Acémète en Syrie,” in A. Rousselle (ed.), Frontières terrestres, frontières célestes dans l’Antiquité, pp. 435-57, Paris, 1995.",Gatier 1995
Etienne 1990,"R. Etienne, Ténos II. Ténos et les Cyclades du milieu du IVe siècle av. J.-C. au milieu du IIIe siècle ap. J.-C., BEFAR 263bis, Paris, 1990.",Etienne 1990
Uçankuş 1979,"H.T. Uçankuş, “Afyon’un Tatarlı Kasabasında Bulunan Phryg Tümülüsü Kazısı / Excavation of a Phrygian tumulus at the town of Tatarlı near Afyon,” in VIII. Türk Tarih Kongresi, pp. 305-34, Ankara, 1979.",Uçankuş 1979
Grimes 1930,"W.F. Grimes, Holt, Denbighshire: the worksdepôt of the twentieth legion at Castle-Lyons, London, 1930.",Grimes 1930
Chaumont 1984,"M.L. Chaumont, “Étude d’Histoire Parthe V. La route royale des Parthes de Zeugma à Séleucie du Tigre d’après l’itinéraire d’Isidore de Charax,” Syria 61 (1984) 63-107.",Chaumont 1984
Hammond 1966a,"N.G.L. Hammond, “The opening campaigns and the battle of the Aoi Stena in the second Macedonian War,” JRS 56 (1966) 39-54.",Hammond 1966a
Corzo Sánchez 1982,"R. Corzo Sánchez, “Sobre la localización de algunas cecas de la Bética,” Numisma 32 (1982) 71-80.",Corzo Sánchez 1982
Planck 1979,"D. Planck, Zivile römische Besiedlung, Historischer Atlas von Baden-Württemberg III.4 mit Beiwort, Stuttgart, 1979-80.",Planck 1979
Garašanin 1984,"M.i D. Garašanin, M.R. Vasić and G. Marjanović-Vujović, “Pontes: camp et pont de Trajan,” in V. Kondić (ed.), Cahiers des Portes de Fer / Djerdapske Sveske, vol. 2, pp. 55-84, Belgrade, 1984.",Garašanin 1984
Ghalia 1996,"T. Ghalia “Travaux recents à l’église dite du prêtre Felix de oued el Ksab de la région de Kelibia,” Commission de l’Afrique du Nord 18, Août, 1996.",Ghalia 1996
Hanfmann 1983,"G.M.A. Hanfmann et al., Sardis from prehistoric to Roman times, Cambridge, Mass., 1983.",Hanfmann 1983
Ben Abdallah 1992,"Z.B. Ben Abdallah, “Du coté d’Ammaedara (Haïdra) : Musulamii et Musunii Regiani,” AntAf 28 (1992) 139-45.",Ben Abdallah 1992
Kromann 1984,"A. Kromann and M. Watt, “Skattefundet fra Smørenge. En nedgravet skat fra folkevandrinstid på Bornholm,” Nationalmuseets Arbejdsmark (1984) 29-41.",Kromann 1984
Nollé 1988,"J. Nollé, “Forschungen in Selge und Ostpamphylien,” Araştırma 6 (1988) 257-59.",Nollé 1988
Courbin 1986,"P. Courbin, “Bassit,” Syria 63 (1986) 175-220.",Courbin 1986
Ben Abdallah 1994,"Z.B. Ben Abdallah, “A la découverte d’une nouvelle cité sufétale en Afrique proconsulaire,” AfrRom 10 (1994) 635-43.",Ben Abdallah 1994
Ben Abdallah 1995,"Z.B. Ben Abdallah, “Sidi Amor Jedidi, Civitas Sivalitana,” AfrRom 11 (1995) 1355-67.",Ben Abdallah 1995
Vanderpool 1965,"E. Vanderpool, “The Acharnian aqueduct,” in Χαριστήριον εἰς ’Αναστάσιον Κ. ’Ορλάνδον, vol. 1, pp. 166-75, Athens, 1965.",Vanderpool 1965
Merighi 1940,"A. Merighi, La Tripolitania antica, 2 vols., Verbania, 1940.",Merighi 1940
Daniels 1989,"C.M. Daniels, “Excavation and fieldwork amongst the Garamantes,” LibSt 20 (1989) 45-61.",Daniels 1989
Robert 1989,"J. Robert and L. Robert, Claros I: décrets hellénistiques, Paris, 1989.",Robert 1989
Gualtieri 1996,"M. Gualtieri, “Rilievo funerario tardo-repubblicano dall’Ager Buxentinus,” in C. Montepaone (ed.), L’incidenza dell’antico. Studi in memoria di E. Lepore, vol. 3, pp. 527-55, Naples, 1996.",Gualtieri 1996
Antoniewicz 1958,"W. Antoniewicz, M. Kaczyński and J. Okulicz, “Wyniki badań przeprowadzonych w 1956 r. na cmentarzysku kurhanowym w miejscowości Szwajcaria, pow. Suwałki,” WArch 25.1 (1958) 22-57.",Antoniewicz 1958
Vanderpool 1962,"E. Vanderpool, “Some Attic inscriptions,” Hesperia 31 (1962) 399-403.",Vanderpool 1962
Robert 1984,"L. Robert, “Documents d’Asie Mineure XXIX-XXXIII,” BCH 108 (1984) 457-532.",Robert 1984
Robert 1987,"L. Robert, Documents d’Asie Mineure, BEFAR 239 bis, 1987.",Robert 1987
Hansman 1970,"J. Hansman and D. Stronach, “Excavations at Shahr-i Qumis, 1967,” JRAS (1970) 29-62.",Hansman 1970
Cinquantaquattro 1992,"T. Cinquantaquattro, “Dinamiche insediative nell’agro picentino dalla protostoria all’età ellenistica,” AION 14 (1992) 245-58.",Cinquantaquattro 1992
Imamović 1988,"E. Imamović, “Rimska cestovna mreža na dubrovačkom području / Das römische Strassennetz im Gebiet von Dubrovnik,” in Arheološka istraživanja u Dubrovniku i dubrovačkom području, Izdanja Hrvatskog arheološkog društva 12, pp. 119-27, Zagreb, 1988.",Imamović 1988
Robert 1983,"L. Robert, “Documents d’Asie Mineure XXIII-XXVIII,” BCH 107 (1983) 497-599.",Robert 1983
Drew-Bear 1980,"T. Drew-Bear, “Problèmes de la géographie historique en Phrygie: L’exemple d’Alia,” ANRW II.7.2 (1980) 932-52.",Drew-Bear 1980
de Vogüe 1865,"M. de Vogüe, Syrie centrale, architecture civile et religieuse, du I au VII siècles, 2 vols., Paris, 1865, 1877.",de Vogüe 1865
Vanhove 1996,"D. Vanhove, Roman marble quarries in southern Euboea and the associated road networks, Monumenta Graeca et Romana 8, Leiden, 1996.",Vanhove 1996
Vulpe 1976,"R. Vulpe, “Les Gètes de la rive gauche du bas-Danube et les Romains,” in R. Vulpe (ed.), Studia Thracologica: hommage au II congrès international de Thracologie, Bucarest, 1976, pp. 124-49, Bucharest, 1976.",Vulpe 1976
Wurster 1978,"W.W. Wurster and J. Ganzert, “Eine Brücke bei Limyra in Lykien,” AA (1978) 288-307.",Wurster 1978
Sartre 1996,"M. Sartre, “La mission en Arabie des Pères A. Jaussen et R. Savignac: historique et bilan scientifique,” Topoi 6 (1996) 533-52.",Sartre 1996
Wiseman 1970,"T.P. Wiseman, “Roman Republican road-building,” PBSR 38 (1970) 122-52.",Wiseman 1970
Frézouls 1977,"E. Frézouls, “Cyrrhus et la Cyrrhestique jusqu’à la fin du Haut-Empire,” ANRW II.8 (1977) 164-97.",Frézouls 1977
Dobrzańska 1990,"H. Dobrzańska, Osada z późnego okresu rzymskiego w Igołomi, woj. krakowskie, 2 vols., Wrocław, 1990.",Dobrzańska 1990
Hitchner 1988,"R.B. Hitchner, “The Kasserine archaeological survey, 1982-1986,” AntAf 24 (1988) 7-41.",Hitchner 1988
Fellmann 1992,"R. Fellmann, La Suisse gallo-romaine: cinq siècles d’histoire, Lausanne, 1992.",Fellmann 1992
Chtcheglov,"Chtcheglov, A. N., see Shcheglov, A. N.",Chtcheglov
VDesiderii,"R. Poupardin (ed.), Vita Sancti Desiderii. La vie de Saint Didier évêque de Cahors (630-655), Paris, 1900.",VDesiderii
Buonocore 1994,"M. Buonocore, “Fra topografia ed epigrafia: l’acquedotto di Amiternum (L’Aquila),” JAT 4 (1994) 185-94.",Buonocore 1994
French 1994a,"D.H. French, “1993 yılı Küçük Asya Roma yolları ve Mıltaşları,” Araştırma 12 (1994) 29-37.",French 1994a
Praeneste 1989,"Urbanistica ed architettura dell’antica Praeneste, Atti del Convegno di studi archeologici, Palestrina, 1989.",Praeneste 1989
Ortalli 1997,"J. Ortalli, “Topografia di Sarsina romana: assetto urbanistico e sviluppo architettonico,” Atlante tematico di topografia antica 6 (1997) 117-57.",Ortalli 1997
Macrea 1993,"M. Macrea, N. Gudea and I. Motu, Praetorium: Castrul si asezarea Romana de la Mehadia / The Roman fort at Mehadia and its civil settlement, Bucharest, 1993.",Macrea 1993
Greco 1990a,"G. Greco and A. Pontrandolfo, Fratte: un insediamento etrusco-campano, Modena, 1990.",Greco 1990
Cavada 1994,"E. Cavada (ed.), Archeologia a Mezzocorona. Documenti per la storia del popolamento rustico di età romana nell' area atesina, Patrimonio storico e artistico del Trentino 15, Trento, 1994.",Cavada 1994
Poggiani Keller 1986,"R. Poggiani Keller (ed.), Bergamo dalle origini all’altomedioevo, Modena, 1986.",Poggiani Keller 1986
Spigo 1979,"U. Spigo, “Monte San Mauro di Caltagirone. Aspetti di un centro greco della Sicilia interna,” BdA 4 (1979) 21-42.",Spigo 1979
Szydłowski 1974,"J. Szydłowski, Trzy cmentarzyska typu dobrodzieńskiego, RMG 11, 1974.",Szydłowski 1974
Manning 1981,"W.H. Manning, Report on the excavations at Usk, 1965-76: the fortress excavations 1968-71, Cardiff, 1981.",Manning 1981
IK 29,"T. Corsten, Die Inschriften von Kios, Bonn, 1985.",IK 29
IK 28,"W. Blümel, Die Inschriften von Iasos, Bonn, 1985.",IK 28
Bishop 1988,"M.C. Bishop and J. Dore, Corbridge. Excavations of the Roman fort and town, 1947-80, London, 1988.",Bishop 1988
Panin 1983a,"N. Panin, “Black Sea coast line changes in the last 10, 000 years: a new attempt at identifying the Danube mouths as described by the ancients,” Dacia 27 (1983) 175-84.",Panin 1983a
Ashby 1986,"T. Ashby, Un archeologo fotografa la Campagna Romana tra ’800 e ’900, Rome, 1986.",Ashby 1986
Ragot 1992,"J.-P. Ragot, “A propos de l’antique Claudiomagus,” Bulletin de l’association patrimoine et histoire en Châtillonnais 2 (1992) 11-12.",Ragot 1992
Kovalevskaya 1984,"V.B. Kovalevskaya, Kavkaz i Alany, Moscow, 1984.",Kovalevskaya 1984
Dworakowska 1975,"A. Dworakowska, Quarries in ancient Greece, Wrocław, 1975.",Dworakowska 1975
Lauffer 1989,"S. Lauffer (ed.), Griechenland. Lexikon der historischen Stätten, Munich, 1989.",Lauffer 1989
Rougier 1979,"J. Rougier, “Itinéraires antiques, limites et vieux cadastres,” in Actes du 102 Congrès National des Sociétés Savantes (Limoges, 1977), pp. 281-90, Paris, 1979.",Rougier 1979
Aharoni 1963,"Y. Aharoni, “Tamar and the roads to Elath,” IEJ 13 (1963) 30-42.",Aharoni 1963
Riis 1988,"P.J. Riis, “Quelques problèmes de la topographie phénicienne: Usnu, Paltos, Pelléta et les ports de la région,” in P.-L. Gatier, B. Helly and J.-P. Rey-Coquais (eds.), Géographie historique au Proche-Orient (Syrie, Phénicie, Arabie, grecques, romaines, byzantines) . Actes de la Table Ronde de Valbonne, 16-18 septembre 1985, pp. 315-24, Paris, 1988.",Riis 1988
Pisani Sartorio 1984,"G. Pisani Sartorio and S. Quilici Gigli, “Trovamenti arcaici nel territorio laurentino: annotazioni di topografia e prospettive di ricerca,” BCAR 89 (1984) 9-26.",Pisani Sartorio 1984
Quilici 1988a,"L. Quilici and S. Quilici Gigli, “Ricerche su Norba,” QuadAEI 16 (1988) 233-56.",Quilici 1988a
Sinclair 1996,"T.A. Sinclair, “The site of Tigranocerta. II,” REArm 26 (1996-97) 51-118.",Sinclair 1996
Bezzenberger 1892,"A. Bezzenberger, “Das Gräberfeld bei Schernen (Kreis Memel),” Sitzungsberichte der Altertumsgesellschaft Prussia 17 (1892) 141-68.",Bezzenberger 1892
Larderet 1957,"P. Larderet, “L’oppidum préromain de la Roque, commune de Fabrègues,” Gallia 15 (1957) 1-39.",Larderet 1957
Soyer 1984,"J. Soyer, “Cadastres romains et terroirs circulaires,” DHA 10 (1984) 319-59.",Soyer 1984
Malay 1994,"H. Malay, Greek and Latin inscriptions in the Manisa Museum, DenkWien 237, Ergänzungsbände zu den TAM 19, 1994.",Malay 1994
Maluquer de Motes 1986,"J. Maluquer de Motes, Moli de l’Espigol (Tornabous), Guides de Jaciments Arqueològics, Barcelona, 1986.",Maluquer de Motes 1986
Mitford 1980a,"T.B. Mitford, “Cappadocia and Armenia Minor: historical setting of the Limes,” ANRW II.7.2 (1980) 1161-1228.",Mitford 1980
Bommelaer 1991,"J.-Fr. Bommelaer and D. Laroche, Guide de Delphes, le site, Athens, 1991.",Bommelaer 1991
EA Faenza,"N. Nieri, Edizione archeologica della Carta d’Italia al 100.000, Foglio 99 Faenza, Florence, 1931.",EA Faenza
Robert 1960,"L. Robert, “Sur un decret des Koresiens au Musée de Smyrne,” Hellenica 11-12 (1960) 132-76.",Robert 1960
Kamenetskyy 1989,"I.S. Kamenetskyy, “Meoty i drugiye plemena severo-zapadnovo Kavkaza v VIIv. do n.e.-III v. n.e.,” in A.I. Melyukova (ed.), Stepi yevropeyskoy chasti SSSR v skifskosarmatskoye vremya, pp. 224-51, Moscow, 1989.",Kamenetskyy 1989
Zaginaylo 1990,"A.G. Zaginaylo and P.O. Karyshkovskiy, “Monety skifskovo tsarya Skila,” in Y.L. Yanin and A.A. Nudel'man (eds.), Numizmaticheskiye issledovaniya po istorii yugo-vostochnoy Evropy, pp. 3-15, Kishinev, 1990.",Zaginaylo 1990
Hasluck 1910,"F.W. Hasluck, Cyzicus, Cambridge, 1910.",Hasluck 1910
Arcelin 1990,"P. Arcelin, “Arles,” in Voyage en Massalie: 100 ans d’archéologie en Gaule du Sud, pp. 194-201, Marseille, 1990.",Arcelin 1990
Partsch 1890,"J. Partsch, Kephallenia und Ithaka. Eine geographische Monographie, Petermanns Mitteilungen 98, Gotha, 1890.",Partsch 1890
Vanderpool 1965a,"E. Vanderpool, “The location of the Attic deme Erchia,” BCH 89 (1965) 21-26.",Vanderpool 1965a
Kinch 1914,"K.F. Kinch, Fouilles de Vroulia, Berlin, 1914.",Kinch 1914
Radt 1978,"W. Radt, “Der Grabungsbefund und seine Deutung. Kybele und Mithras auf Kapıkaya,” in Kapıkaya: ein Felsheiligtum bei Pergamon, K. Nohlen and W. Radt (eds.), Altertümer von Pergamon 12, pp. 69-76, Berlin, 1978.",Radt 1978
Chandra 1977,"M. Chandra, Trade and trade routes in ancient India, Delhi, 1977.",Chandra 1977
Garbrecht 1990,"G. Garbrecht and H. Jaritz, Untersuchung antiker Anlagen zur Wasserspeicherung im Fayum/Ägypten, Braunschweig and Cairo, 1990.",Garbrecht 1990
Garbrecht 1992,"G. Garbrecht and H. Manderscheid, “Etiam fonte novo Antoniniano. L’acquedotto antoniniano alle terme di Caracalla,” ArchClass 44 (1992) 193-234.",Garbrecht 1992
Daniels 1972,"C.M. Daniels, “The Garamantes of Fezzan, an interim report of research, 1965-73,” LibSt 4 (1972-73) 35-40.",Daniels 1972
Sigismondi 1979,"G. Sigismondi, Nuceria in Umbria, Foligno, 1979.",Sigismondi 1979
Badre 1994,"L. Badre et al., “Tell Kazel,” Syria 71 (1994) 259-359.",Badre 1994
Algaze 1989,"G. Algaze, “A new frontier: first results of the Tigris-Euphrates archaeological reconnaissance project, 1988,” JNES 48 (1989) 241-81.",Algaze 1989
Kehne 1995,"P. Kehne, “Geographische und ethnographische Informationen über das nördliche Germanien und die Elberegion,” in R. Busch (ed.), Rom an der Niederelbe, pp. 25-33, Neumünster, 1995.",Kehne 1995
Varone 1991,"A. Varone and P. Miniero, “L’area Vesuviana,” in Viae Publicae Romanae, pp. 95-116, Rome, 1991.",Varone 1991
Tinè Bertocchi 1963,"F. Tinè Bertocchi, “La villa romana di Camerelle,” Klearchos 17-18 (1963) 135-52.",Tinè Bertocchi 1963
Ramsay 1920,"W.M. Ramsay, “Military operations on the north front of Mount Taurus,” JHS 40 (1920) 89-112.",Ramsay 1920
Parker 1987,"S.T. Parker (ed.), The Roman frontier in central Jordan: interim report on the Limes Arabicus project, 1980-1985, 2 vols., BAR International series 340, Oxford, 1987.",Parker 1987
Loulloupis 1989,"M.C. Loulloupis, “A rural cult place in the Soloi area,” in V. Tatton-Brown (ed.), Cyprus and the East Mediterranean in the Iron Age, pp. 68-83, London, 1989.",Loulloupis 1989
Brown 1989,"R. Brown, “Kerak,” in D. Homès-Fredericq and J.B. Hennesey (eds.), Archaeology of Jordan 2.1, Akkadica Suppl. 8, pp. 341-47, Louvain, 1989.",Brown 1989
Berranger 1992,"D. Berranger, Recherches sur l’histoire et la prosopographie de Paros à l’époque archaïque, Faculté des lettres et sciences humaines de l’Université Blaise-Pascal 36, Clermont-Ferrand, 1992.",Berranger 1992
Luschey 1996,"H. Luschey, “Dinavar,” in W. Kleiss and P. Calmeyer (eds.), Bisutun: Ausgrabungen und Forschungen in den Jahren 1963-1967, Tehraner Forschungen 7, pp. 265-66, Berlin, 1996.",Luschey 1996
Aliger 1973,"M. Aliger, “Le pont romain de Nages-et-Solorgues (Gard),” CLPA 22-23 (1973-74) 371-76.",Aliger 1973
Goodwin 1985,"J.C. Goodwin, An historical toponymy of Cyprus, 5 ed., Nicosia, 1985.",Goodwin 1985
CAG 16,"C. Vernou, Carte archéologique de la Gaule 16. La Charente, Paris, 1993.",CAG 16
